"success_rate","is_txn_conflicted","card_issuer_country","priority_logic_tag","udf6","txn_latency_enum","payment_method_type"
100,"RESOLVED",NA,"Prod Ready PL_1","RINGMAS","0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","2wth02u8pkj2","0M-1M","NB"
0,NA,NA,"Pinelabls_testing","1930860651","0M-1M","NB"
0,"RESOLVED","INDIA","Easebuzz Routing","CH05","6M-7M","CARD"
0,"RESOLVED","UNITED STATES OF AMERICA","Testing-Env-withstripe-enforcerule-PayU-copy-01",NA,"1H-1D","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","k7loqt1oixlw","1M-2M","NB"
100,"RESOLVED","NAMIBIA",NA,NA,"1H-1D","CARD"
100,"RESOLVED",NA,NA,"86ac9c17-870e-4bd9-8","0M-1M","NB"
0,"MATCH","INDIA","Vanilla PG Logic",NA,"1M-2M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","7k2zfqmap1hv","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","ukenqd1orvu9","0M-1M","UPI"
0,"RESOLVED","IRELAND",NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","10M-1H","CARD"
100,"RESOLVED",NA,NA,"7153","0M-1M","NB"
100,"CONFLICTED","INDIA",NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","10M-1H","CARD"
100,"RESOLVED",NA,NA,"epn_V6obGN08uY7bNKt","0M-1M","NB"
0,"MATCH",NA,"PL for 3 PGs (PayU, PayTM_V2 and Razorpay)",NA,"5M-6M","UPI"
100,"RESOLVED",NA,NA,"cca2fa48-d241-4830-b433-0b5fa81c","0M-1M","UPI"
0,"RESOLVED","INDIA","PayU - 100%","1930873648","10M-1H","CARD"
100,"RESOLVED",NA,NA,"019ac459-8df0-7d08-80bf-09d0f6f9","0M-1M","NB"
100,"RESOLVED",NA,NA,"7a7873e2-080f-5b99-b5b8-f809d684","0M-1M","NB"
0,NA,NA,NA,"adaa09dd-49b2-5920-bcc1-9757785d","0M-1M","NB"
100,"RESOLVED","INDIA","ROuting Stg UPI to Yes and Card to Razorpay","aos_upgrade_tab","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930864836","0M-1M","CARD"
0,NA,"United Arab Emirates",NA,"2","0M-1M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","558c65b5-f18d-4beb-939c-2314d0a8","0M-1M","CARD"
100,"RESOLVED","JAPAN",NA,"95297sm01,ctga1055-57f-f","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","u3k8xkx1wh8p","0M-1M","NB"
0,"RESOLVED",NA,NA,"b8ee3c60-f6d1-4eca-ad27-1f9b3f4a","10M-1H","NB"
100,"RESOLVED",NA,NA,"epn_5njgdlCqHmp2fnQ9Sz","0M-1M","NB"
0,"MATCH",NA,"UPI_ROUTER","c3a28650-a7f6-4bf5-bb47-784a9554","1H-1D","NB"
0,"RESOLVED",NA,"Cahsfree Testing","fdi31ncqiuop","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","d9mjcpmkkdot","0M-1M","NB"
10,"RESOLVED",NA,"ScheduleTest",NA,"1M-2M","UPI"
0,"RESOLVED",NA,"Cahsfree Testing","b50t13581wrl","0M-1M","NB"
100,"RESOLVED",NA,NA,"RID-bb511e91-fdbf-47d1-b9ef-9e98","0M-1M","NB"
100,"RESOLVED","INDIA","UPI_Paytm","201|3000.0|59|1|Direct Wallet cl","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876211","0M-1M","CARD"
100,"RESOLVED",NA,"Tata PA - 25% TN and 5% of other cards","BPPTN0885471560391647232","0M-1M","NB"
0,"RESOLVED","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0881466300695519232","0M-1M","CARD"
0,"RESOLVED","INDIA","Pinelabls_testing","1930866840","3M-4M","CARD"
0,"RESOLVED","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0883583612268273664","3M-4M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","0a27eaaa-b93d-4742-9235-fac59b0d","0M-1M","CARD"
100,"RESOLVED",NA,NA,"V2ViQXBwLUJlaHJvdXo=_10023250_md","0M-1M","NB"
100,"RESOLVED",NA,NA,"27144177-22d1-4bfd-997b-0032d5d3","0M-1M","NB"
100,"RESOLVED",NA,"Card",NA,"3M-4M","NB"
100,"RESOLVED",NA,NA,"YmVocm91el9hbmRyb2lk_10026175_A8","0M-1M","NB"
0,"RESOLVED","INDIA","Surcharge with Billdesk and PayU","https://services-dev2.onboarding","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","s87e2grvw40s","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"c56758cf1c5ad2ed536a14f83c85ca16","0M-1M","CARD"
0,"RESOLVED","UNITEDSTATES",NA,"car|SO-Fortune-2526-002172|21000","3M-4M","CARD"
100,"RESOLVED","USA",NA,"3336","0M-1M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930859156","0M-1M","CARD"
0,"RESOLVED","UNITEDSTATES","Code based Priority logic with CC transactions routed to PayU Surcharge MID",NA,"10M-1H","CARD"
0,"RESOLVED","JAPAN",NA,"1.0","3M-4M","CARD"
0,NA,NA,"TestingPhonepe-disbale",NA,"0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_5mpy31q5Jnc9XG13sm","0M-1M","UPI"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10026175_c0","0M-1M","NB"
100,"RESOLVED",NA,NA,"58699a39-8260-4b1b-8","0M-1M","NB"
10.34,"RESOLVED","UNITED STATES OF AMERICA","70% TAP","udf6","0M-1M","CARD"
0,NA,"United Arab Emirates","UPI_ROUTER","fb1937f7-fbb3-4abb-a08c-7aa1426b","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","t5h4uq5eacxw","0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_5m13IMAHRjFVsc3","2M-3M","NB"
100,"RESOLVED",NA,NA,"f9b15130-20b3-4080-949a-c28f6aaa","0M-1M","NB"
100,"CONFLICTED","UNITED STATES OF AMERICA",NA,"udf6","3M-4M","CARD"
100,"RESOLVED","INDIA",NA,"V2ViQXBwLTUwMENQ_10025671_GVF_xG","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930864467","0M-1M","CARD"
0,"MATCH",NA,"TPSL-AADHAAR","NA","5M-6M","UPI"
100,"RESOLVED","USA","Pinelabls_testing","1930861502","0M-1M","CARD"
0,"RESOLVED",NA,NA,"show_address","10M-1H","WALLET"
0,"RESOLVED",NA,"MPGS 8",NA,"2M-3M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","xk07101xd0zy","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","afoifte15b2p","0M-1M","NB"
28.57,NA,NA,"newLTFS",NA,"0M-1M","NB"
100,"RESOLVED",NA,NA,"3699.0","0M-1M","NB"
100,NA,NA,NA,"A30","0M-1M","MERCHANT_CONTAINER"
100,"RESOLVED",NA,NA,"1999.0","1M-2M","NB"
0,"RESOLVED",NA,NA,"7dd19737-d5fc-4c31-aedf-870eff91","0M-1M","UPI"
0,"RESOLVED",NA,"newLTFS",NA,"5M-6M","UPI"
100,"RESOLVED",NA,NA,"offer_key: None","0M-1M","NB"
0,"MATCH",NA,NA,"epn_5m0gqbmwXmu9smc5um","10M-1H","UPI"
100,"RESOLVED",NA,"SI via Billdesk",NA,"0M-1M","NB"
100,"RESOLVED","UNITEDSTATES",NA,"car|SO-Wasan-2526-000240|21000|0","0M-1M","CARD"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10026996_IQ","0M-1M","NB"
0,NA,"United Arab Emirates",NA,"A30","0M-1M","CARD"
0,"RESOLVED",NA,NA,"85b91105-c2c5-4ee6-8762-673c2953","0M-1M","UPI"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","4f1020b3-95be-4589-9be5-6e421b8f","0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","ej00gznd9doq","0M-1M","NB"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_B4","0M-1M","NB"
0,NA,NA,"PayU - 100%","1930873263","0M-1M","NB"
100,"RESOLVED","BELGIUM","70% TAP","udf6","0M-1M","CARD"
0,NA,"USA","Pinelabls_testing","1930860768","0M-1M","CARD"
0,NA,NA,NA,"1930862512","0M-1M","CONSUMER_FINANCE"
100,"RESOLVED",NA,NA,"RID-9b5769f9-b2a0-4b70-a1fc-4aea","0M-1M","NB"
0,"MATCH","INDIA","newLTFS",NA,"3M-4M","CARD"
0,"RESOLVED",NA,NA,"cae5504e-6000-42f2-9ad8-ed32cd03","0M-1M","NB"
0,"RESOLVED",NA,NA,"epn_BMzwFgejVcw1xkU","10M-1H","NB"
100,"RESOLVED",NA,NA,"3288752e-8966-44cb-9239-6ad38430","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"d5258f31-5046-4ffa-921e-459170b4","0M-1M","CARD"
0,NA,NA,NA,"298fcc2b-2729-4ffd-854b-2a421152","0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_Gux1FD1lRI2gA7F","0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","kfa9qog771cf","0M-1M","NB"
0,"RESOLVED","UNITEDSTATES",NA,"car|SO-VkmMot-2526-000011|21000|","3M-4M","CARD"
0,"MATCH","MALAYSIA",NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","gcs88921c2jv","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","hbrqc50t4pbx","0M-1M","UPI"
100,"RESOLVED",NA,NA,"RID-4f2876c5-a0ab-42b3-9ed3-4046","0M-1M","NB"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"enable_quickpay","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_bRPgNeoyJfsYsgp","0M-1M","NB"
0,NA,"UNITED STATES OF AMERICA","DF UPI Routing",NA,"0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","us7t8pp6cdb9","0M-1M","NB"
100,"RESOLVED",NA,NA,"40117408-fbd0-410f-8909-84bedbf6","0M-1M","NB"
0,"RESOLVED","INDIA","airwallex",NA,"1H-1D","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","g3wecbtipu0s","0M-1M","UPI"
0,"RESOLVED",NA,"70% TAP",NA,"1H-1D","WALLET"
100,"RESOLVED",NA,"Cahsfree Testing","a4luqzonxc2t","0M-1M","NB"
100,NA,NA,NA,"ios","0M-1M","CASH"
0,NA,NA,"PayU - 100%","1930872415","0M-1M","NB"
0,"RESOLVED",NA,"Cashfree + Payu",NA,"10M-1H","NB"
100,"RESOLVED",NA,NA,"100.0","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930875751","1M-2M","CARD"
0,"MATCH",NA,NA,"OTHER","0M-1M","NB"
100,"RESOLVED",NA,"Testing Upi Autopay.","AUTO_PAY","6M-7M","UPI"
0,NA,"MALAYSIA","Test - Jo",NA,"0M-1M","CARD"
0,"RESOLVED","United Arab Emirates",NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","2M-3M","CARD"
0,"RESOLVED","INDIA",NA,"1930866960","6M-7M","CARD"
100,"RESOLVED","UNITEDSTATES",NA,"car|SO-Wasan-2526-000241|21000|0","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930870894","0M-1M","CARD"
0,"MATCH",NA,NA,"epn_5neEzQ8f9SXx5rk","10M-1H","UPI"
0,"MATCH",NA,NA,"ax2508i-d","0M-1M","NB"
100,"RESOLVED",NA,NA,"3322","0M-1M","WALLET"
0,NA,NA,"Pinelabls_testing","1930864744","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","e458a0e4-0c9c-4650-93fd-ed7762df","0M-1M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930859339","0M-1M","CARD"
100,NA,"United Arab Emirates","MPGS 8",NA,"1M-2M","CARD"
0,"RESOLVED","AUSTRALIA","70% TAP",NA,"3M-4M","CARD"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"260","0M-1M","CARD"
0,NA,NA,"Pinelabls_testing","1930861262","0M-1M","NB"
0,"RESOLVED",NA,"Test - Jo","udf6","1H-1D","WALLET"
0,"RESOLVED","USA","Pinelabls_testing","1930857485","0M-1M","CARD"
100,"CONFLICTED","INDIA","Test - Jo","udf6","6M-7M","CARD"
0,NA,NA,NA,"ios","0M-1M","UPI"
42.86,"RESOLVED",NA,"All_PG_Configuration","IN","4M-5M","WALLET"
0,NA,NA,"Cahsfree Testing","n92d21e1erzg","0M-1M","NB"
0,"RESOLVED","INDIA",NA,"1930862382","1H-1D","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","evkz021ydn5h","0M-1M","NB"
0,"MATCH",NA,"Geoffrey - International Nos Testing",NA,"5M-6M","UPI"
100,"RESOLVED","MALAYSIA","Test route",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"9c93d6d3-30af-5065-8762-4a70d19e","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","ukendhks9z2n","0M-1M","NB"
100,"RESOLVED",NA,NA,"ad625333-02e1-44bf-b","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","1zzujfhswy3o","0M-1M","UPI"
100,"RESOLVED",NA,"Mandate via Billdesk",NA,"3M-4M","NB"
0,"RESOLVED","CANADA","test 1",NA,"10M-1H","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","7s9mh00d8xn9","0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","gyzkzwemfpte","0M-1M","NB"
100,"RESOLVED",NA,NA,"08f695b6-9864-4260-9744-54e8ab2c","0M-1M","UPI"
0,"RESOLVED","INDIA","Testing 31st","QPCOD_UPI_false","3M-4M","CARD"
100,"RESOLVED",NA,NA,"app - Upsurge, item - 12th Scalp","0M-1M","NB"
0,"RESOLVED",NA,NA,"a07ccfd7-8b72-4701-9215-e3d5e7c6","9M-10M","UPI"
0,"MATCH","INDIA","wallet pl 2",NA,"1M-2M","CARD"
0,NA,NA,NA,"30af1d77-6fc0-4969-97c0-aea3748f","0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","damejoek4grv","0M-1M","NB"
100,"RESOLVED",NA,"50/50 payu paytm cards 25/75 upi",NA,"7M-8M","UPI"
100,"CONFLICTED","INDIA",NA,NA,"4M-5M","CARD"
0,"MATCH",NA,"UPI & Net Banking- For TPV",NA,"5M-6M","UPI"
100,"RESOLVED","BRAZIL",NA,NA,"8M-9M","CARD"
0,"MATCH",NA,"Code based Priority logic with CC transactions routed to PayU Surcharge MID","For monthly mode, 2 months inves","0M-1M","UPI"
100,"RESOLVED",NA,"testing route","ANDROID","0M-1M","UPI"
100,"RESOLVED",NA,NA,"7006247","1M-2M","NB"
100,"RESOLVED","United Arab Emirates","UPI MANDATE 30% Razorpay 30%PAYU 30% YESBIZ",NA,"0M-1M","CARD"
0,"MATCH",NA,NA,"OTHER","2M-3M","NB"
0,"MATCH",NA,NA,"ios","5M-6M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","7bcubcdat6m9","0M-1M","NB"
100,NA,"UNITED STATES OF AMERICA","Test - Jo",NA,"5M-6M","CARD"
0,"RESOLVED",NA,NA,"f0a50ac2-c100-4c42-9693-df2a5f46","0M-1M","NB"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10026494_wT","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","pddj62b6tszp","0M-1M","NB"
0,NA,"JAPAN","Volume-Based Routing-copy-2",NA,"0M-1M","CARD"
0,"MATCH","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0883266527819001856","1M-2M","CARD"
100,"RESOLVED",NA,"Test Gateway Routing",NA,"1M-2M","NB"
100,"RESOLVED","INDIA","UPI_ROUTER","de9c470c-20ee-4068-b83f-97f4b615","0M-1M","CARD"
100,"RESOLVED",NA,NA,"9820-20251209043228","0M-1M","NB"
97.78,NA,"INDIA",NA,NA,"1D-3D","CARD"
100,"RESOLVED",NA,"UPI_ROUTER","1dc97eae-0630-4c1c-b27b-1d259603","0M-1M","NB"
0,"RESOLVED",NA,NA,"mbvapb90d5e","10M-1H","UPI"
0,NA,"INDIA",NA,"1","0M-1M","CARD"
2.27,NA,NA,"wallet pl 2",NA,"0M-1M","CARD"
0,NA,NA,"Pinelabls_testing","1930857529","0M-1M","NB"
100,"RESOLVED",NA,"MPGS 5",NA,"0M-1M","NB"
0,"RESOLVED",NA,NA,"ae95abd9-2e44-4498-805c-6c52614e","0M-1M","NB"
0,NA,"UNITEDSTATES","MPGS 8",NA,"0M-1M","CARD"
0,"RESOLVED",NA,NA,"0c0c9a8a-3a13-4b4c-a068-16e07f03","10M-1H","UPI"
0,"RESOLVED","INDIA",NA,"Bandhan Bank Limited","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","iv1kccropg8g, iv1kccropg8g","0M-1M","NB"
100,"RESOLVED",NA,NA,"019b07ba-487c-76a4-9ef2-2da27d77","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","uzzmumacc4qf","0M-1M","NB"
0,"MATCH",NA,NA,"95294vl01","1H-1D","WALLET"
0,"RESOLVED",NA,NA,"ccefac1e-958c-4aff-97fa-bc8115ee","10M-1H","UPI"
100,"RESOLVED","USA",NA,"OTHER","0M-1M","CARD"
6.17,"RESOLVED","United Arab Emirates",NA,NA,"10M-1H","CARD"
0,NA,NA,"PayU - 100%","1930873182","0M-1M","NB"
8.57,"RESOLVED","INDIA","Test - Jo","udf6","1M-2M","CARD"
0,NA,NA,"DF UPI Routing",NA,"0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","5ysm746ayhe4","0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","xaepjceeadrl","0M-1M","NB"
0,"RESOLVED",NA,NA,"50d2591a-e615-4e0c-b703-303a85be","0M-1M","NB"
0,"RESOLVED",NA,"70% TAP",NA,"2M-3M","RTP"
99.11,"RESOLVED","United Arab Emirates","Code based Priority logic with CC transactions routed to PayU Surcharge MID",NA,"0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","h2c2m10fv0u2","1M-2M","UPI"
100,"RESOLVED","USA","Pinelabls_testing","1930860968","0M-1M","CARD"
100,"RESOLVED",NA,NA,"9303","0M-1M","WALLET"
0,"MATCH","UNITED STATES OF AMERICA","staging handler",NA,"3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","lz2fg9nq0czr","0M-1M","NB"
100,NA,"UNITED STATES OF AMERICA",NA,NA,"8M-9M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930871725","0M-1M","CARD"
100,"RESOLVED",NA,NA,"f4007861-27fa-5e50-8c95-5021c7d7","0M-1M","NB"
100,"RESOLVED",NA,NA,"4510.27","0M-1M","NB"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10026969_UX","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","88a92401-0aac-4c2c-8346-063a4112","0M-1M","CARD"
0,NA,NA,"Cahsfree Testing","pxyzl3cc10g4","0M-1M","NB"
0,NA,"BRAZIL","70% TAP",NA,"0M-1M","CARD"
0,"MATCH","INDIA","newLTFS",NA,"10M-1H","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876850","0M-1M","CARD"
0,"RESOLVED",NA,"testing route","ANDROID","3D-7D","NB"
100,"RESOLVED","INDIA",NA,"HBZ280093976-1763545412-U","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_3K04JraY3ueNEGp","0M-1M","NB"
0,"RESOLVED",NA,NA,"ngu1bcqjzqk","6M-7M","UPI"
100,"RESOLVED","SAUDI ARABIA","Surcharge with Billdesk and PayU","https://sellonlineuat.tataaia.co","1M-2M","CARD"
50,"RESOLVED",NA,"PL1",NA,"0M-1M","UPI"
100,"RESOLVED",NA,NA,"e91a6ed6-5bb7-431a-8","0M-1M","NB"
0,"MATCH",NA,NA,"epn_5mvXY5aSFF7yDosevF","0M-1M","NB"
100,"RESOLVED",NA,NA,"app - Upsurge, item - How to Ide","0M-1M","NB"
100,"RESOLVED",NA,NA,"7256","0M-1M","NB"
nan,"RESOLVED",NA,"Cashfree (Debit) & Payu (Credit)",NA,"1H-1D","NB"
100,"RESOLVED",NA,NA,"RID-f82b3ab8-a8a5-4285-b92b-347e","0M-1M","UPI"
100,"RESOLVED","INDIA",NA,"549f98173c5ec79b347a365cac6b8a37","0M-1M","CARD"
100,"RESOLVED",NA,NA,"182c21f7-8422-4ef8-b","0M-1M","NB"
0,"RESOLVED",NA,NA,"78ef4710-43f3-4cd5-9ee4-50571969","10M-1H","UPI"
0,"MATCH",NA,NA,"epn_5nqwIC1plCo4mg2","10M-1H","UPI"
0,"RESOLVED","UNITED STATES OF AMERICA","Current PL 25072025",NA,"10M-1H","CARD"
2.94,"RESOLVED","INDIA",NA,"ANDROIDWEB","3M-4M","CARD"
0,NA,"UNITED STATES OF AMERICA","Test",NA,"0M-1M","CARD"
0,"RESOLVED","UNITED STATES OF AMERICA",NA,"web","10M-1H","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930860555","0M-1M","CARD"
0,"MATCH",NA,"SI via Billdesk","android - mobile","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","860cf983-fab3-4ecc-a45c-5109637c","0M-1M","CARD"
0,NA,"United Arab Emirates","TEST PAYTM",NA,"0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","on6mmif1fsk6","0M-1M","NB"
0,"RESOLVED",NA,NA,"0029b748-993d-44f6-8","7M-8M","NB"
100,"RESOLVED",NA,"International routing","ecom_rfid","0M-1M","WALLET"
0,NA,"USA","Pinelabls_testing","1930860201","0M-1M","CARD"
7.69,"RESOLVED","INDIA","Surcharge with Billdesk and PayU","https://sellonlineuat.tataaia.co","10M-1H","CARD"
98.25,"RESOLVED","UNITED STATES OF AMERICA","cvv",NA,"1M-2M","CARD"
0,"RESOLVED",NA,NA,"1d0d2cfa-eeee-4797-a16e-eeaf6478","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","xhzel0cfp41j","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","Test",NA,"10M-1H","CARD"
0,"RESOLVED",NA,NA,"FAID114080053","0M-1M","UPI"
100,"RESOLVED","INDIA","staging","applicable","1M-2M","CARD"
100,"RESOLVED",NA,NA,"5ebecd28-e29b-4848-8","0M-1M","NB"
0,"RESOLVED","INDIA",NA,"1930866975","10M-1H","CARD"
0,"MATCH","INDIA",NA,"3552a82a-b5c2-4f0e-bf83-db85a3cc","1M-2M","CARD"
7.69,NA,"United Arab Emirates","mpgs 2",NA,"0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","fvpbrr090bue","0M-1M","NB"
100,"RESOLVED",NA,NA,"03954e18-e49b-484b-8","0M-1M","NB"
50,"RESOLVED",NA,"ABSLI UAT Priority logic 27112025 TPSL volume new",NA,"9M-10M","WALLET"
100,"RESOLVED","INDIA","Pinelabls_testing","1930868982","0M-1M","CARD"
100,"RESOLVED",NA,NA,"e5acc3a9-4f93-4faf-bda8-64740223","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930868835","0M-1M","CARD"
75.98,"RESOLVED",NA,"ScheduleTest",NA,"0M-1M","NB"
100,"RESOLVED",NA,NA,"6107b882-6161-45bb-9","0M-1M","NB"
0,"RESOLVED",NA,NA,"web","1H-1D","NB"
0,"RESOLVED",NA,"Cahsfree Testing","l4wqmqd90ega","0M-1M","UPI"
nan,"RESOLVED",NA,"Code based Priority logic with CC transactions routed to PayU Surcharge MID",NA,"1H-1D","WALLET"
100,"RESOLVED",NA,NA,"mwebios","9M-10M","UPI"
66.67,"RESOLVED","UNITED STATES OF AMERICA","FIDO",NA,"1M-2M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930856207","0M-1M","CARD"
0,"MATCH","United Arab Emirates",NA,NA,"2M-3M","CARD"
100,"RESOLVED",NA,NA,"019b028a-7fff-7042-b634-721a4827","0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930857068","0M-1M","CARD"
0,"MATCH","United Arab Emirates","UPI_ROUTER","89cd9570-4e35-4923-be1d-7e893b6a","10M-1H","CARD"
0,NA,NA,NA,"epn_06erqNY3VxTxo1C","0M-1M","UPI"
6.49,"RESOLVED","UNITED STATES OF AMERICA",NA,NA,"10M-1H","CARD"
0,NA,NA,"Pinelabls_testing","1930860613","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","y73pmmfzafau","0M-1M","NB"
50,"RESOLVED","UNITEDKINGDOM","Test route",NA,"0M-1M","CARD"
100,"CONFLICTED","POLAND",NA,NA,"1M-2M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","q9js3qip6uin","0M-1M","NB"
100,"CONFLICTED",NA,"Test - Jo","udf6","5M-6M","WALLET"
100,"RESOLVED",NA,"Cahsfree Testing","bbs1ddmc7vlt","0M-1M","NB"
100,"RESOLVED",NA,"UPI_ROUTER","b3e384db-da07-4d0a-b330-1de83d00","0M-1M","NB"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10026969_ml","0M-1M","NB"
0,"MATCH","UNITED STATES OF AMERICA",NA,"subscription|OD1745583861390|176","4M-5M","CARD"
100,"RESOLVED",NA,NA,"21befabe-918c-5cf6-b7ae-a0084e62","0M-1M","NB"
100,"RESOLVED",NA,"PayU_UPIAuto","CH05","0M-1M","NB"
0,"RESOLVED",NA,"Volume-Based Routing-copy-2",NA,"5M-6M","RTP"
100,"RESOLVED",NA,NA,"epn_5nbV4nIzDJtcVrz","0M-1M","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930871637","3M-4M","CARD"
0,NA,NA,"Pinelabls_testing","1930861847","0M-1M","NB"
0,"MATCH",NA,"Code based Priority logic with CC transactions routed to PayU Surcharge MID",NA,"1M-2M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","fcx521b3skjw","1H-1D","UPI"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","4aaa96f0-94e3-481f-99e8-97f014fa","0M-1M","CARD"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10026175_dR","0M-1M","NB"
73.33,"RESOLVED","INDIA","Testing 15Dec-copy-",NA,"0M-1M","CARD"
0,"RESOLVED",NA,NA,"135e1010-f6d3-54d6-b00f-9f07ef6f","0M-1M","NB"
0,"RESOLVED",NA,"hyperpg_testingv3","SmartTV","1H-1D","UPI"
20,"RESOLVED",NA,"ScheduleTest",NA,"6M-7M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","3d1a1ed0-209d-4288-9f2e-5cc2c7fa","0M-1M","CARD"
0,"MATCH","UNITEDSTATES","DF UPI Routing",NA,"0M-1M","CARD"
100,"RESOLVED",NA,"testing route","ANDROID","0M-1M","NB"
98.86,"RESOLVED",NA,"ScheduleTest",NA,"0M-1M","WALLET"
100,"RESOLVED",NA,NA,"535ca6f3-7978-4873-8","0M-1M","NB"
100,"RESOLVED",NA,"Accommodating for CAMSPay",NA,"1M-2M","UPI"
66.67,"RESOLVED",NA,"TST1-copy-0",NA,"1M-2M","NB"
0,"RESOLVED","INDIA",NA,"1930876234","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","we32nxy4hucu","0M-1M","NB"
